gene,chrom,pstart,pend,strand,mean5mC,n_cpg
Thbs2,NC_086019.1,64370918,64374918,-,0.71073802304427,58
Wdr27,NC_086019.1,64621573,64625573,-,0.199917089423904,105
C1h6orf120,NC_086019.1,64621569,64625569,+,0.199917089423904,105
Phf10,NC_086019.1,64640110,64644110,-,0.107373774509804,190
Dynlt2,NC_086019.1,64654368,64658368,-,0.136217366042608,89
Ermard,NC_086019.1,64654414,64658414,+,0.144166120102215,90
Dll1,NC_086019.1,64991274,64995274,-,0.241128214107054,217
Fam120b,NC_086019.1,64991104,64995104,+,0.24833311833292,219
Psmb1,NC_086019.1,65134516,65138516,-,0.205990319031903,136
Tbp,NC_086019.1,65134420,65138420,+,0.194086897191309,141
Pdcd2,NC_086019.1,65161524,65165524,-,0.222865283593453,89
Prdm9,NC_086019.1,65196851,65200851,-,0.285519891745602,75
LOC108349835,NC_086019.1,65232439,65236439,+,0.855290729225551,38
Chd1l2,NC_086019.1,65334895,65338895,-,0.0877557598856598,218
Chd1,NC_086019.1,65332905,65336905,+,0.0810400472733412,246
Rgmb,NC_086019.1,65463149,65467149,-,0.145104461852861,128
Riok2,NC_086019.1,66774215,66778215,+,0.209518196310636,84
Lix1,NC_086019.1,66800044,66804044,+,0.612088523489933,32
Lnpep,NC_086019.1,67025610,67029610,-,0.0790644881170018,159
Zfp950l13,NC_086019.1,67126506,67130506,+,0.32593150887574,37
Spaca6,NC_086019.1,67343996,67347996,+,0.225260060807076,92
Has1,NC_086019.1,67376686,67380686,-,0.676965069551777,22
Fpr1,NC_086019.1,67427813,67431813,-,0.429752656434475,16
Fpr2,NC_086019.1,67447637,67451637,+,0.609816121495327,21
Fpr3,NC_086019.1,67555464,67559464,+,0.330843925233645,17
Fpr2l2,NC_086019.1,67668128,67672128,+,0.38044165781084,16
Vom2r10,NC_086019.1,67698833,67702833,+,0.320065009940358,10
Fpr2l3,NC_086019.1,67853622,67857622,-,0.327355605381166,15
Vom1r2,NC_086019.1,67946868,67950868,+,0.332747122302158,12
Vom1r3,NC_086019.1,68034881,68038881,+,0.416319577039275,25
Vom1r4,NC_086019.1,68098576,68102576,+,0.46737101754386,20
Vom2r11,NC_086019.1,68189663,68193663,-,0.40804367816092,9
Vom1r5,NC_086019.1,68238542,68242542,-,0.456999617590822,8
Vom2r7l1,NC_086019.1,68314767,68318767,-,0.468823330887748,19
Fpr2l1,NC_086019.1,68358549,68362549,-,0.369080757097792,12
Vom1r6,NC_086019.1,68497546,68501546,+,0.482312121212121,14
Vom1r7,NC_086019.1,68543722,68547722,-,0.308019198895028,12
Vom1r8,NC_086019.1,68572972,68576972,+,0.332320543806647,10
Vom1r9,NC_086019.1,68703935,68707935,+,0.25111375186846,10
Vom1r10,NC_086019.1,68736625,68740625,-,0.406796054421769,17
Vom1r11,NC_086019.1,68788163,68792163,-,0.402695973154362,20
Vom1r12,NC_086019.1,68862358,68866358,-,0.31776199376947,6
Vom1r13,NC_086019.1,68935347,68939347,+,0.30622360446571,12
LOC120098104,NC_086019.1,68966272,68970272,-,0.532491242937853,14
Vom1r2,NC_086019.1,69073138,69077138,-,0.426009417040359,15
Vom1r15,NC_086019.1,69128110,69132110,-,0.294412840466926,15
Ppp2r1a,NC_086019.1,69211198,69215198,+,0.0661790196690602,99
Vom1r16,NC_086019.1,69333715,69337715,-,0.482189726027397,14
Zfp160,NC_086019.1,69356319,69360319,+,0.407103921568627,55
Vom1r17,NC_086019.1,69441172,69445172,+,0.362589838337183,11
Vom1r112,NC_086019.1,69480716,69484716,+,0.211233663366337,13
Vom1r20,NC_086019.1,69579345,69583345,+,0.435485161290323,6
Ervk,NC_086019.1,69623091,69627091,+,0.61909067688378,65
Vom1r21,NC_086019.1,69634830,69638830,+,0.259601096892139,17
Zfp677,NC_086019.1,69807614,69811614,+,0.2609476649013,50
Zfp54,NC_086019.1,69862213,69866213,+,0.307221485943775,41
Zfp51,NC_086019.1,69884585,69888585,+,0.247908639398998,57
Zfp53,NC_086019.1,69954965,69958965,+,0.225839085487078,49
Zfp52,NC_086019.1,69996534,70000534,+,0.75134918699187,33
Zfp948,NC_086019.1,70037102,70041102,+,0.307362506811989,39
LOC108348215,NC_086019.1,70097923,70101923,+,0.39167163943068,50
Zfp51l1,NC_086019.1,70131326,70135326,+,0.351815886099663,60
Rpl18al1,NC_086019.1,70165106,70169106,+,0.746816393442623,52
Vom1r22,NC_086019.1,70238884,70242884,-,0.348331311154599,14
Vom1r23,NC_086019.1,70289429,70293429,-,0.590331204379562,27
Zfp758l1,NC_086019.1,70367444,70371444,+,0.487278992961559,45
Zfp994l,NC_086019.1,70462165,70466165,-,0.773662468030691,51
Zfp758,NC_086019.1,70660261,70664261,-,0.233456750941366,41
Vom2r12,NC_086019.1,70693506,70697506,+,0.561502777777778,12
Vom2r13,NC_086019.1,70800849,70804849,+,0.603795029239766,13
LOC102555644,NC_086019.1,71129147,71133147,-,0.278105913348946,78
Zfp945l1,NC_086019.1,71200259,71204259,-,0.735007438400744,34
Zfp945,NC_086019.1,71356027,71360027,-,0.802956486042693,29
Zfp40,NC_086019.1,71656824,71660824,-,0.262859320518552,55
Vom2r80,NC_086019.1,71492406,71496406,+,0.46711937716263,13
Vom2r15,NC_086019.1,71764048,71768048,-,0.408007259073842,13
Vom2r19l1,NC_086019.1,71821474,71825474,+,0.291342657342657,10
Vom2r16,NC_086019.1,71908164,71912164,+,0.696169749009247,19
LOC120097717,NC_086019.1,72043336,72047336,+,0.297527777777778,14
Vom2r17,NC_086019.1,72150066,72154066,+,0.517175636766335,16
LOC108348195,NC_086019.1,72228790,72232790,+,0.423514261019879,24
Vom2r19,NC_086019.1,72272196,72276196,+,0.387137668161435,13
Vom2r22,NC_086019.1,72338820,72342820,+,0.574969611780455,33
LOC134482878,NC_086019.1,72440310,72444310,+,0.353696506550218,14
LOC134484881,NC_086019.1,72469026,72473026,+,0.247931163434903,13
LOC134484882,NC_086019.1,72515398,72519398,+,0.398472161572052,18
Vom2r18,NC_086019.1,72564309,72568309,+,0.323819041450777,14
LOC134484883,NC_086019.1,72593050,72597050,+,0.293203257790368,13
Actl9b,NC_086019.1,72744793,72748793,-,0.574679955580233,50
Vom2r23,NC_086019.1,72814465,72818465,-,0.365361016949153,20
Vom2r24,NC_086019.1,72812279,72816279,+,0.463113114754098,9
Vom2r25,NC_086019.1,72938972,72942972,+,0.378229533678757,13
Vom1r24,NC_086019.1,73187139,73191139,-,0.438385545023697,10
Vom1r27,NC_086019.1,73602666,73606666,+,0.339255703703704,13
Vom1r4l,NC_086019.1,73618903,73622903,+,0.409401742160279,11
LOC134484885,NC_086019.1,73660417,73664417,+,0.297721367521368,14
Vom1r63,NC_086019.1,73676779,73680779,+,0.398728129032258,14
Vom1r110,NC_086019.1,73730084,73734084,+,0.500009420289855,17
Vom1r28,NC_086019.1,73746595,73750595,+,0.244788693743139,18
Vom1r29,NC_086019.1,73791073,73795073,+,0.325304355885079,17
LOC100911184,NC_086019.1,73808614,73812614,+,0.529413235294118,15
Zik1,NC_086019.1,73876538,73880538,-,0.414956916099773,15
Vom1r30,NC_086019.1,73878464,73882464,+,0.464702352941177,11
Vom2r26,NC_086019.1,74079799,74083799,-,0.647576131357629,58
Lilrc2,NC_086019.1,74190646,74194646,-,0.513565135699374,12
Lilrb2,NC_086019.1,74240200,74244200,+,0.287150793650794,16
Pira2,NC_086019.1,74281713,74285713,+,0.443723800738007,30
LOC134485274,NC_086019.1,74282144,74286144,+,0.452659368836292,28
LOC134485275,NC_086019.1,74320211,74324211,+,0.598129831775701,67
Lilrb1,NC_086019.1,74370772,74374772,+,0.552031791907515,22
Pirb,NC_086019.1,74412556,74416556,+,0.715820882669537,18
Rps9,NC_086019.1,74428513,74432513,-,0.114731717011129,78
Tsen34,NC_086019.1,74438553,74442553,-,0.0823703215603585,185
Mboat7,NC_086019.1,74438618,74442618,+,0.0823703215603585,185
Tmc4,NC_086019.1,74453135,74457135,+,0.81455176784523,50
Leng1,NC_086019.1,74465343,74469343,+,0.346920855614973,79
Cnot3,NC_086019.1,74485527,74489527,-,0.084871959814065,160
Prpf31,NC_086019.1,74500922,74504922,-,0.194135185185185,80
Tfpt,NC_086019.1,74500994,74504994,+,0.187583509833585,79
Ndufa3,NC_086019.1,74513558,74517558,-,0.36570821309656,55
Oscar,NC_086019.1,74519626,74523626,+,0.837108364779874,42
Tarm1l1,NC_086019.1,74558558,74562558,+,0.506379361702128,37
Tarm1,NC_086019.1,74580103,74584103,+,0.427582502896871,25
Vstm1,NC_086019.1,74600391,74604391,+,0.52669963800905,38
Cacng6,NC_086019.1,74661351,74665351,-,0.531881110676574,85
Cacng8,NC_086019.1,74689003,74693003,-,0.494600674763833,67
Cacng7,NC_086019.1,74744669,74748669,-,0.589970137825421,114
Prkcg,NC_086019.1,74775611,74779611,-,0.330318172690763,60
Myadm,NC_086019.1,74794752,74798752,-,0.66094265625,38
Or6al1,NC_086019.1,74820268,74824268,+,0.731420596840257,56
LOC103689958,NC_086019.1,74825523,74829523,+,0.717568197474167,65
Or6al2,NC_086019.1,74830824,74834824,+,0.693914884696017,62
Nlrp12,NC_086019.1,74846020,74850020,+,0.773137288135593,48
Slc7a3l1,NC_086019.1,74966538,74970538,+,0.365734722222222,29
Vom2r27,NC_086019.1,75050501,75054501,-,0.378758660508083,14
Nlrp4a,NC_086019.1,75171426,75175426,-,0.465560842754368,24
Nlrp4f,NC_086019.1,75207712,75211712,-,0.335273177842566,14
Vom1r31,NC_086019.1,75400610,75404610,-,0.381100457317073,17
Vom2r28,NC_086019.1,75558703,75562703,+,0.290644088669951,11
Zfp418,NC_086019.1,75612531,75616531,+,0.342329745830024,47
Zfp418l1,NC_086019.1,75669211,75673211,+,0.357054188829787,43
Zfp772,NC_086019.1,75740480,75744480,-,0.39770868596882,87
Zfp773,NC_086019.1,75795221,75799221,+,0.504359734329598,51
Zfp954,NC_086019.1,75807401,75811401,+,0.445726022304832,61
Znf773,NC_086019.1,75820633,75824633,+,0.880846976882039,94
Aurkc,NC_086019.1,75880893,75884893,-,0.933966577420794,67
Usp29,NC_086019.1,75957896,75961896,-,0.732289933628319,34
Peg3,NC_086019.1,76128965,76132965,+,0.505140632192727,142
Zim1,NC_086019.1,76163208,76167208,+,0.402392608447489,78
Or10am5,NC_086019.1,76366159,76370159,+,0.709912132132132,52
Or6z1,NC_086019.1,76384489,76388489,+,0.482332229580574,29
Olr5,NC_086019.1,76395079,76399079,+,0.701895772217429,60
Or6z7,NC_086019.1,76413113,76417113,+,0.447663636363636,18
Or6z5,NC_086019.1,76417999,76421999,-,0.447851993865031,18
Or6z3,NC_086019.1,76428302,76432302,-,0.475761607142857,19
Or2bd2,NC_086019.1,76449570,76453570,-,0.659940177490924,65
Smim17,NC_086019.1,76521288,76525288,-,0.502381852913085,54
Zfp28,NC_086019.1,76537837,76541837,-,0.385784010152284,93
Zfp78,NC_086019.1,76556052,76560052,-,0.147834695652174,80
Zfp583,NC_086019.1,76606730,76610730,+,0.498837736475274,88
Zfp667,NC_086019.1,76653133,76657133,-,0.188323029682702,89
Zscan5b,NC_086019.1,76705325,76709325,-,0.376575696202532,32
Galp,NC_086019.1,76739056,76743056,-,0.610745842531273,44
Zfp444,NC_086019.1,76760388,76764388,-,0.298625626453113,113
Zfp787,NC_086019.1,76776733,76780733,+,0.097445127753304,162
Nlrp5,NC_086019.1,76870964,76874964,-,0.296028441127695,23
Nlrp4,NC_086019.1,77160688,77164688,-,0.51679980620155,42
Smokl,NC_086019.1,77159961,77163961,+,0.525542647058824,35
Obox2l1,NC_086019.1,77209572,77213572,+,0.393348978288634,34
Obox2,NC_086019.1,77221639,77225639,+,0.369728265107212,34
LOC120098145,NC_086019.1,77226473,77230473,+,0.501086201888163,34
Obox2l2,NC_086019.1,77243669,77247669,+,0.4602608875129,23
Vom1r32,NC_086019.1,77303010,77307010,+,0.419871602434077,9
Nlrp9,NC_086019.1,77368366,77372366,-,0.378053135888502,23
Vom1r39,NC_086019.1,77415904,77419904,-,0.272203088803089,15
Vom1r34l1,NC_086019.1,77463156,77467156,-,0.222219067215363,15
Vom1r34,NC_086019.1,77480242,77484242,-,0.292550819672131,19
Obox6l,NC_086019.1,77516206,77520206,-,0.78865134751773,106
Vom1r35,NC_086019.1,77594755,77598755,-,0.378692743764172,20
LOC120093107,NC_086019.1,77603240,77607240,-,0.289914559386973,20
Vom1r36,NC_086019.1,77652308,77656308,-,0.230971267605634,15
Vom1r37,NC_086019.1,77678297,77682297,+,0.383509947643979,20
Vom1r38,NC_086019.1,77699900,77703900,+,0.194801948051948,13
Rasl2,NC_086019.1,77747728,77751728,+,0.745817504456328,55
Rfpl4a,NC_086019.1,77755811,77759811,+,0.65542072243346,41
Epn1,NC_086019.1,77787411,77791411,-,0.218738008067018,118
U2af2,NC_086019.1,77805307,77809307,-,0.041398754311997,205
Ccdc106,NC_086019.1,77810816,77814816,-,0.284880785296575,95
Zfp580,NC_086019.1,77816127,77820127,-,0.259338608822104,156
Zfp865,NC_086019.1,77832142,77836142,+,0.397489183808892,85
Znf865,NC_086019.1,77851507,77855507,-,0.428050045058576,115
Zfp524,NC_086019.1,77854886,77858886,-,0.149808140442133,132
Fiz1,NC_086019.1,77854901,77858901,+,0.149808140442133,132
Zfp579,NC_086019.1,77874367,77878367,+,0.597297432432432,118
Sbk3,NC_086019.1,77893310,77897310,+,0.617528998073218,48
Sbk2,NC_086019.1,77900926,77904926,+,0.724142355237476,57
Ssc5d,NC_086019.1,77937284,77941284,-,0.616435582154516,77
Nat14,NC_086019.1,77939950,77943950,-,0.584781666666667,116
Zfp628,NC_086019.1,77948013,77952013,-,0.359567675544794,104
C1h19orf85,NC_086019.1,77956015,77960015,+,0.765051982378855,56
Isoc2a,NC_086019.1,77984002,77988002,-,0.279286190845617,75
Isoc2b,NC_086019.1,77999735,78003735,+,0.408408483483483,78
Shisa7,NC_086019.1,78020680,78024680,+,0.188572012294341,118
Ube2s,NC_086019.1,78055659,78059659,+,0.136900637958533,130
Rpl28,NC_086019.1,78081532,78085532,-,0.142511804138735,106
Tmem238,NC_086019.1,78083880,78087880,+,0.236804476374689,119
Tmem190,NC_086019.1,78091736,78095736,-,0.745560092044707,43
Il11,NC_086019.1,78096622,78100622,+,0.309423115183246,103
Garin5b,NC_086019.1,78103042,78107042,+,0.862031493745401,74
Cox6b2,NC_086019.1,78120871,78124871,+,0.474176404070863,75
Kmt5c,NC_086019.1,78133931,78137931,-,0.255967918882979,90
Tmem150b,NC_086019.1,78151729,78155729,+,0.763333528122717,43
Brsk1,NC_086019.1,78191598,78195598,-,0.299346247288503,74
Hspbp1,NC_086019.1,78192067,78196067,+,0.299865988749459,74
Ppp6r1,NC_086019.1,78216629,78220629,+,0.165332489638839,149
Tmem86b,NC_086019.1,78244869,78248869,+,0.798405913978495,22
Ptprh,NC_086019.1,78270414,78274414,+,0.694727857631759,47
Syt5,NC_086019.1,78318034,78322034,+,0.268771261829653,107
Dnaaf3,NC_086019.1,78331985,78335985,+,0.329630805134189,64
Tnni3,NC_086019.1,78340571,78344571,+,0.751038061109015,94
Tnnt1,NC_086019.1,78347035,78351035,+,0.567832462311558,29
Ppp1r12c,NC_086019.1,78360900,78364900,+,0.174192342841318,156
Eps8l1,NC_086019.1,78407972,78411972,-,0.549038474434199,42
Rdh13,NC_086019.1,78413765,78417765,+,0.375687590618337,72
Gp6,NC_086019.1,78469900,78473900,+,0.540071459934138,34
Nlrp2,NC_086019.1,78595160,78599160,-,0.383150191570881,4
Ncr1,NC_086019.1,78663255,78667255,-,0.245913029315961,19
Fcar,NC_086019.1,78701223,78705223,-,0.343882352941176,21
Kir3dl1,NC_086019.1,78794961,78798961,-,0.279921235521236,13
Lilrb4,NC_086019.1,78851294,78855294,-,0.326527210884354,10
Lilrb3,NC_086019.1,79009054,79013054,-,0.412089423076923,15
Lilra5,NC_086019.1,79071860,79075860,-,0.288364809384164,28
Cdc42ep5,NC_086019.1,79106036,79110036,+,0.293360104302477,44
Leng9,NC_086019.1,79110064,79114064,+,0.332772717644567,131
Leng8,NC_086019.1,79122868,79126868,-,0.150591390728477,120
Ttyh1,NC_086019.1,79142137,79146137,-,0.750477398119122,92
Lair1,NC_086019.1,79138850,79142850,+,0.762425293586269,34
Nlrp4b,NC_086019.1,79528131,79532131,-,0.44038316970547,13
Vom2r29,NC_086019.1,79592397,79596397,+,0.254603901437372,8
Acp1l2,NC_086019.1,79988394,79992394,-,0.251415142857143,14
Vom2r30,NC_086019.1,80054615,80058615,+,0.41630154185022,10
Vom2r31,NC_086019.1,80253245,80257245,+,0.337556091370558,9
Vom1r40,NC_086019.1,80681214,80685214,-,0.435016516245487,17
Vom2r32,NC_086019.1,80744430,80748430,+,0.362924281984334,10
Vom1r41,NC_086019.1,80839774,80843774,-,0.569740652818991,13
Vom2r78,NC_086019.1,81024828,81028828,-,0.400007157894737,23
Zfp494l1,NC_086019.1,81175354,81179354,-,0.591656780923994,40
Vom1r42,NC_086019.1,81188461,81192461,+,0.368098677042802,25
LOC134484273,NC_086019.1,81211106,81215106,+,0.29401083172147,10
Vom1r43,NC_086019.1,81289089,81293089,+,0.423534901960784,5
Vom1r44,NC_086019.1,81319993,81323993,+,0.443244325481799,18
Vom1r45,NC_086019.1,81360863,81364863,+,0.455627514792899,16
Vom1r46,NC_086019.1,81428647,81432647,+,0.32100103926097,19
Vom1r47,NC_086019.1,81597612,81601612,-,0.199978873239437,10
Vom1r113,NC_086019.1,81529043,81533043,-,0.602472148148148,44
Vom1r49,NC_086019.1,81571960,81575960,+,0.357956477272727,18
Rpl36Al2,NC_086019.1,81575328,81579328,+,0.618802730030334,23
Vom1r50,NC_086019.1,81585933,81589933,-,0.274970505287897,22
Zfp551,NC_086019.1,81624233,81628233,-,0.724294858962693,49
Vom1r51,NC_086019.1,81745783,81749783,+,0.376388909090909,15
Vom1r53,NC_086019.1,81897243,81901243,+,0.406144785949506,16
Vom1r54,NC_086019.1,81914828,81918828,-,0.344989829129373,21
Zfp606,NC_086019.1,82052118,82056118,+,0.248518998015873,73
C1h19orf18,NC_086019.1,82092513,82096513,+,0.577946282973621,19
Vom2r33,NC_086019.1,82226265,82230265,-,0.610125595238095,31
Vom2r34,NC_086019.1,82258623,82262623,-,0.301815515151515,17
Vom2r35,NC_086019.1,82297886,82301886,-,0.413401134020619,24
Vom2r36,NC_086019.1,82364277,82368277,-,0.408792417582417,24
Zscan18,NC_086019.1,82416782,82420782,-,0.291314565899582,89
Zfp329,NC_086019.1,82568542,82572542,-,0.20396905673512,68
Zfp110,NC_086019.1,82507563,82511563,+,0.844359314320388,58
Znf8,NC_086019.1,82568719,82572719,+,0.162792550872093,65
Zscan22,NC_086019.1,82586520,82590520,+,0.313940837161817,52
Rps5,NC_086019.1,82608965,82612965,+,0.129005274411974,85
Rnf225,NC_086019.1,82613787,82617787,+,0.63358786588611,133
Zfp324,NC_086019.1,82661611,82665611,+,0.207087975951904,82
Zfp446,NC_086019.1,82671920,82675920,+,0.330774365032487,80
Slc27a5,NC_086019.1,82697335,82701335,-,0.850359461009174,61
Zbtb45,NC_086019.1,82710926,82714926,-,0.191398164656529,77
Trim28,NC_086019.1,82722842,82726842,+,0.0955310146443517,214
Chmp2a,NC_086019.1,82733088,82737088,-,0.321440208101078,85
Ube2m,NC_086019.1,82736298,82740298,-,0.223564688110894,162
Mzf1,NC_086019.1,82753069,82757069,-,0.219986142044049,106
Vom1r55,NC_086019.1,82793673,82797673,+,0.443821763869132,26
Vom1r2,NC_086019.1,82821703,82825703,-,0.505013078470825,18
Eif3el1,NC_086019.1,82849657,82853657,+,0.553059517125211,37
LOC120097724,NC_086019.1,82860178,82864178,+,0.424042679558011,14
LOC134485100,NC_086019.1,82894620,82898620,+,0.381812727272727,13
Vom1r56,NC_086019.1,82941580,82945580,+,0.37766376146789,15
Vom1r57,NC_086019.1,82964203,82968203,-,0.344699475753604,25
Vom1r58,NC_086019.1,83059916,83063916,+,0.492244863266815,30
RGD1564801,NC_086019.1,83094974,83098974,-,0.829542812939522,111
Vom1r59,NC_086019.1,83106750,83110750,+,0.426013572101791,22
Vom1r60,NC_086019.1,83133921,83137921,+,0.462156360708535,15
Vom1r61,NC_086019.1,83181860,83185860,+,0.368951801242236,21
Vom1r62,NC_086019.1,83210986,83214986,+,0.336426914153132,20
Zswim9,NC_086019.1,83241116,83245116,-,0.213664996043261,105
Lig1,NC_086019.1,83241043,83245043,+,0.19833036917273,103
Pla2g4c,NC_086019.1,83313017,83317017,+,0.563446344086022,22
Cabp5,NC_086019.1,83484396,83488396,+,0.352473759791123,15
Bsph1,NC_086019.1,83547565,83551565,+,0.520093191964286,17
LOC100360574,NC_086019.1,83852992,83856992,-,0.444451566951567,19
Sult2a6,NC_086019.1,84095808,84099808,-,0.226284817518248,13
LOC134485278,NC_086019.1,84508659,84512659,-,0.37394,33
Sult2a1,NC_086019.1,84637001,84641001,-,0.271238178096213,11
Sult2a2,NC_086019.1,85102532,85106532,-,0.375640103432064,35
LOC120099767,NC_086019.1,85110422,85114422,-,0.650565733647613,63
LOC120099768,NC_086019.1,85241376,85245376,-,0.277956869009585,11
Nsd2l1,NC_086019.1,85356199,85360199,+,0.563888373253493,48
Obox1l1,NC_086019.1,85592708,85596708,-,0.382870472440945,26
Obox1,NC_086019.1,85612186,85616186,+,0.335269460450497,31
Elobl4,NC_086019.1,85643355,85647355,-,0.28937509603073,35
Crx,NC_086019.1,85679852,85683852,-,0.490569225764476,34
Crxos1,NC_086019.1,85703982,85707982,+,0.492844580777096,38
Selenow,NC_086019.1,85730703,85734703,-,0.332374937522313,94
Rps19l3,NC_086019.1,85736132,85740132,+,0.88307460243218,73
LOC100364427,NC_086019.1,85742739,85746739,+,0.837584523809524,47
Nop53,NC_086019.1,85763089,85767089,-,0.286313009404389,82
Ehd2,NC_086019.1,85784974,85788974,-,0.473753463960812,44
Bicra,NC_086019.1,85865656,85869656,-,0.237031950989632,67
Zfp541,NC_086019.1,85876329,85880329,+,0.902851766304348,109
Napa,NC_086019.1,85913088,85917088,+,0.158666298836863,92
Kptn,NC_086019.1,85934922,85938922,+,0.240206360078278,63
Slc8a2,NC_086019.1,85942752,85946752,+,0.625878647058823,54
Meis3,NC_086019.1,85984602,85988602,+,0.775918143812709,47
Dhx34,NC_086019.1,86032477,86036477,-,0.352069628286492,73
LOC120098270,NC_086019.1,86057749,86061749,-,0.827600420489297,56
C5ar2,NC_086019.1,86071583,86075583,-,0.837827784577723,49
C5ar1,NC_086019.1,86086001,86090001,-,0.743588927738928,47
Inafm1,NC_086019.1,86104454,86108454,-,0.132887478668942,144
Ccdc9,NC_086019.1,86117811,86121811,-,0.123349550977285,111
Bbc3,NC_086019.1,86139450,86143450,+,0.197566342800199,134
Sae1,NC_086019.1,86213089,86217089,-,0.32699622043404,97
Zc3h4,NC_086019.1,86232457,86236457,+,0.123580797760672,193
