gene	chr	start.x	end.x	log2r	state	i.start	i.end	mean5mC	n_cpg	pstart	pend	meth_flag	cn_state	mechanism	human_symbol	usym	chrom	start.y	end.y	strand	role	is_hcc	n_ctypes	ctypes	n_cohorts
Akt3	chr13	87090000	109345143	0.4249	gain	91758060	91758060	0.11063478360256	237	91756060	91760060	hypo	gain	amp+hypo (activation)	AKT3	AKT3	NC_086031.1	91475839	91758060	-	ambiguous	FALSE	2	PRAD,SSCC	2
Arhgef10	chr16	75170000	91441454	-0.1516	neutral	81440439	81440439	0.33961860231272	121	81438439	81442439	typical	neutral	none	ARHGEF10	ARHGEF10	NC_086034.1	81349429	81440439	-	ambiguous	FALSE	4	ANGS,NSCLC,SCLC,SSCC	4
Bcl10	chr2	236410000	238090000	-0.0553	neutral	237501181	237501181	0.230618879056047	126	237499181	237503181	typical	neutral	none	BCL10	BCL10	NC_086020.1	237501181	237510821	+	ambiguous	FALSE	1	DLBCL	2
Bcl2l12	chr1	97890000	109270000	-0.2994	neutral	104617472	104617472	0.18691179558978	98	104615472	104619472	typical	neutral	none	BCL2L12	BCL2L12	NC_086019.1	104608753	104617472	-	ambiguous	FALSE	1	CM	1
Btg1	chr7	29810000	55350000	-0.0011	neutral	33228149	33228149	0.0942161424993043	178	33226149	33230149	hypo	neutral	promoter_hypo_only	BTG1	BTG1	NC_086025.1	33228149	33230406	+	ambiguous	FALSE	5	CLL,DLBCL,LY,MM,NHLY	8
Cebpa	chr1	92650000	97250000	-0.3971	neutral	96896584	96896584	0.108248345611188	293	96894584	96898584	hypo	neutral	promoter_hypo_only	CEBPA	CEBPA	NC_086019.1	96896584	96899256	+	ambiguous	FALSE	1	AML	2
Cnot9	chr9	44770000	94510000	-0.0019	neutral	83533369	83533369	0.081207929969104	133	83531369	83535369	hypo	neutral	promoter_hypo_only	CNOT9	CNOT9	NC_086027.1	83533369	83558207	+	ambiguous	FALSE	1	CM	2
Crtc1	chr16	11210000	20330000	-0.1623	neutral	19022171	19022171	0.22113105320304	100	19020171	19024171	typical	neutral	none	CRTC1	CRTC1	NC_086034.1	19022171	19080880	+	ambiguous	FALSE	1	ACY	1
Cux1	chr12	24510000	27170000	-0.4937	loss	25728393	25728393	0.494114142295941	73	25726393	25730393	typical	loss	het_loss	CUX1	CUX1	NC_086030.1	25728393	26062497	+	ambiguous	FALSE	7	BRCA,CM,GBM,LUAD,NSCLC,THCA,UCEC	7
Ddx6	chr8	47070000	63930000	-0.0933	neutral	53827661	53827661	0.105319257425743	179	53825661	53829661	hypo	neutral	promoter_hypo_only	DDX6	DDX6	NC_086026.1	53827661	53864538	+	ambiguous	FALSE	1	MBL	1
Dtx1	chr12	37070000	41730000	-0.4441	loss	41510252	41510252	0.347294997966653	164	41508252	41512252	typical	loss	het_loss	DTX1	DTX1	NC_086030.1	41510252	41541433	+	ambiguous	FALSE	1	CLL	1
Ebf1	chr10	28670000	39930000	-0.1447	neutral	29597221	29597221	0.28118234865062	108	29595221	29599221	typical	neutral	none	EBF1	EBF1	NC_086028.1	29597221	29990571	+	ambiguous	FALSE	3	DLBCL,LUSC,NHLY	5
Eftud2	chr10	85210000	107290000	-0.3096	neutral	88352229	88352229	0.898856344253771	101	88350229	88354229	hyper	neutral	promoter_hyper_only	EFTUD2	EFTUD2	NC_086028.1	88304992	88352229	-	ambiguous	FALSE	1	MM	1
Egr2	chr20	5290000	25870000	-0.2982	neutral	21055201	21055201	0.10137205057724	263	21053201	21057201	hypo	neutral	promoter_hypo_only	EGR2	EGR2	NC_086038.1	21050149	21055201	-	ambiguous	FALSE	1	CLL	1
Ehd2	chr1	85710000	86930000	-0.3919	neutral	85786974	85786974	0.473753463960812	44	85784974	85788974	typical	neutral	none	EHD2	EHD2	NC_086019.1	85767757	85786974	-	ambiguous	FALSE	1	PRAD	1
Ell	chr16	11210000	20330000	-0.1623	neutral	18925449	18925449	0.0994926481715007	149	18923449	18927449	hypo	neutral	promoter_hypo_only	ELL	ELL	NC_086034.1	18877751	18925449	-	ambiguous	FALSE	3	CM,HNSC,OV	3
Eln	chr12	27390000	27950000	-0.5128	loss	27604983	27604983	0.58505352233677	88	27602983	27606983	typical	loss	het_loss	ELN	ELN	NC_086030.1	27604983	27648413	+	ambiguous	FALSE	1	BRCA	1
Eml4	chr6	5810000	28810000	0.03	neutral	17087365	17087365	0.148982449181953	127	17085365	17089365	typical	neutral	none	EML4	EML4	NC_086024.1	16972054	17087365	-	ambiguous	FALSE	2	ESCA,SCLC	2
Enpep	chr2	220450000	223110000	0.8852	gain	220526218	220526218	0.564172976896093	96	220524218	220528218	typical	gain	amplification	ENPEP	ENPEP	NC_086020.1	220456258	220526218	-	ambiguous	FALSE	1	BC	1
Epha3	chr11	13370000	58150000	0.1644	neutral	14920721	14920721	0.339910022172949	71	14918721	14922721	typical	neutral	none	EPHA3	EPHA3	NC_086029.1	14585041	14920721	-	ambiguous	FALSE	5	BRCA,CM,COREAD,ESCA,PRAD	6
Epha7	chr5	29430000	56130000	0.0119	neutral	47771776	47771776	0.117246148583938	188	47769776	47773776	typical	neutral	none	EPHA7	EPHA7	NC_086023.1	47771776	47925189	+	ambiguous	FALSE	3	LUAD,OV,THCA	3
Fam174b	chr1	131150000	138810000	-0.0257	neutral	136925162	136925162	0.823835527455396	145	136923162	136927162	typical	neutral	none	FAM174B	FAM174B	NC_086019.1	136925162	137006082	+	ambiguous	FALSE	3	MBL,PIA,PRAD	3
Fat3	chr8	8390000	31990000	0.0283	neutral	21555679	21555679	0.180445666171372	157	21553679	21557679	typical	neutral	none	FAT3	FAT3	NC_086026.1	20972840	21555679	-	ambiguous	FALSE	14	BCNET,BRCA,CLL,CM,COREAD,DLBCL,ESCA,HNSC,LUSC,PAAD,PRAD,SBCC,ST,THCA	20
Fbn2	chr18	52370000	55950000	0.0379	neutral	53901992	53901992	0.16314696785596	204	53899992	53903992	typical	neutral	none	FBN2	FBN2	NC_086036.1	53696197	53901992	-	ambiguous	FALSE	2	HNSC,NB	2
Fhit	chr15	15930000	17110000	-0.1459	neutral	16365401	16365401	0.70945888372093	82	16363401	16367401	typical	neutral	none	FHIT	FHIT	NC_086033.1	16365401	17872901	+	ambiguous	FALSE	2	DLBCL,ST	2
Foxo3	chr20	46450000	54110000	-0.1886	neutral	47348254	47348254	0.075882964991199	261	47346254	47350254	hypo	neutral	promoter_hypo_only	FOXO3	FOXO3	NC_086038.1	47251968	47348254	-	ambiguous	FALSE	1	MBL	1
Gnai2	chr8	113090000	117290000	-0.1986	neutral	117187652	117187652	0.267360069657857	133	117185652	117189652	typical	neutral	none	GNAI2	GNAI2	NC_086026.1	117167045	117187652	-	ambiguous	FALSE	1	NHLY	1
Herc2	chr1	109530000	119470000	-0.029	neutral	116009681	116009681	0.26427110799439	112	116007681	116011681	typical	neutral	none	HERC2	HERC2	NC_086019.1	116009681	116243888	+	ambiguous	FALSE	1	THCA	1
Hoxa11	chr4	78110000	99230000	-0.0658	neutral	82676801	82676801	0.0732748843827818	180	82674801	82678801	hypo	neutral	promoter_hypo_only	HOXA11	HOXA11	NC_086022.1	82673139	82676801	-	ambiguous	FALSE	1	UCEC	1
Hspg2	chr5	139710000	159130000	-0.4289	loss	154960818	154960818	0.207147604889329	130	154958818	154962818	typical	loss	het_loss	HSPG2	HSPG2	NC_086023.1	154960818	155061971	+	ambiguous	FALSE	3	BLCA,COREAD,OS	3
Ikbkb	chr16	75170000	91441454	-0.1516	neutral	76021968	76021968	0.337979121447028	100	76019968	76023968	typical	neutral	none	IKBKB	IKBKB	NC_086034.1	76021968	76075717	+	ambiguous	FALSE	1	MM	1
Ikzf1	chr14	80590000	109084928	-0.0588	neutral	90468696	90468696	0.182009706774519	215	90466696	90470696	typical	neutral	none	IKZF1	IKZF1	NC_086032.1	90468696	90556522	+	ambiguous	FALSE	4	ALL,AML,AN,CM	4
Ikzf3	chr10	83590000	85130000	-0.2135	neutral	84049861	84049861	0.369259479988314	101	84047861	84051861	typical	neutral	none	IKZF3	IKZF3	NC_086028.1	83956850	84049861	-	ambiguous	FALSE	1	CLL	1
Ino80	chr3	126370000	129830000	0.1555	neutral	126919532	126919532	0.125963903079842	144	126917532	126921532	typical	neutral	none	INO80	INO80	NC_086021.1	126822280	126919532	-	ambiguous	FALSE	1	DLBCL	1
Irf4	chr17	27610000	36030000	-0.0166	neutral	33948842	33948842	0.315232827684285	136	33946842	33950842	typical	neutral	none	IRF4	IRF4	NC_086035.1	33930460	33948842	-	ambiguous	FALSE	4	CLL,DLBCL,MM,NHLY	7
Jak1	chr5	109110000	130070000	-0.0305	neutral	121004207	121004207	0.108172276800173	124	121002207	121006207	hypo	neutral	promoter_hypo_only	JAK1	JAK1	NC_086023.1	120895606	121004207	-	ambiguous	FALSE	3	OV,PRAD,UCEC	3
Jak2	chr1	210690000	238550000	-0.0429	neutral	236408905	236408905	0.186942865951412	193	236406905	236410905	typical	neutral	none	JAK2	JAK2	NC_086019.1	236408905	236468769	+	ambiguous	FALSE	3	ALL,AML,BRCA	4
Kat6a	chr16	75170000	91441454	-0.1516	neutral	75868584	75868584	0.118806965340466	196	75866584	75870584	typical	neutral	none	KAT6A	KAT6A	NC_086034.1	75787411	75868584	-	ambiguous	FALSE	3	ESCA,PRAD,RPC	3
Kdm3b	chr18	24470000	26890000	-0.0527	neutral	26655004	26655004	0.228667781866846	157	26653004	26657004	typical	neutral	none	KDM3B	KDM3B	NC_086036.1	26655004	26710814	+	ambiguous	FALSE	2	MBL,PIA	2
Klf5	chr15	58010000	85950000	0.0536	neutral	82472081	82472081	0.135410728064717	197	82470081	82474081	typical	neutral	none	KLF5	KLF5	NC_086033.1	82472081	82487267	+	ambiguous	FALSE	3	BLCA,CESC,LUSC	3
Klhl36	chr19	55090000	66490000	-0.4103	loss	64830218	64830218	0.819778541374474	59	64828218	64832218	typical	loss	het_loss	KLHL36	KLHL36	NC_086037.1	64830218	64851251	+	ambiguous	FALSE	1	MM	1
Lrig3	chr7	59630000	64470000	0.0407	neutral	63701724	63701724	0.124686101083032	160	63699724	63703724	typical	neutral	none	LRIG3	LRIG3	NC_086025.1	63701724	63751898	+	ambiguous	FALSE	3	BLCA,DLBCL,LUAD	3
Map2	chr9	44770000	94510000	-0.0019	neutral	75173038	75173038	0.246418595238095	100	75171038	75175038	typical	neutral	none	MAP2	MAP2	NC_086027.1	75173038	75431606	+	ambiguous	FALSE	1	LY	1
Mark2	chr1	210690000	238550000	-0.0429	neutral	213955417	213955417	0.162045130603031	146	213953417	213957417	typical	neutral	none	MARK2	MARK2	NC_086019.1	213890213	213955417	-	ambiguous	FALSE	1	PAAD	1
Mcm3ap	chr20	5290000	25870000	-0.2982	neutral	12164651	12164651	0.370094186046512	115	12162651	12166651	typical	neutral	none	MCM3AP	MCM3AP	NC_086038.1	12127060	12164651	-	ambiguous	FALSE	1	HNSC	1
Msi2	chr10	65010000	79790000	-0.1331	neutral	74007497	74007497	0.117636783616447	199	74005497	74009497	typical	neutral	none	MSI2	MSI2	NC_086028.1	73640960	74007497	-	ambiguous	FALSE	1	NB	1
Msn	chrX	56890000	85810000	-0.0364	neutral	65005546	65005546	0.867031928875145	79	65003546	65007546	hyper	neutral	promoter_hyper_only	MSN	MSN	NC_086039.1	65005546	65073512	+	ambiguous	FALSE	2	ESCA,SBCC	3
Myo5a	chr8	84450000	87990000	0.0149	neutral	84692524	84692524	0.147353644771908	164	84690524	84694524	typical	neutral	none	MYO5A	MYO5A	NC_086026.1	84692524	84860564	+	ambiguous	FALSE	2	BRCA,NB	2
Ncoa1	chr6	33190000	33610000	-0.2365	neutral	33229829	33229829	0.863753362445415	50	33227829	33231829	typical	neutral	none	NCOA1	NCOA1	NC_086024.1	32952090	33229829	-	ambiguous	FALSE	1	BRCA	1
Nefh	chr14	80590000	109084928	-0.0588	neutral	84054413	84054413	0.147463508625487	219	84052413	84056413	typical	neutral	none	NEFH	NEFH	NC_086032.1	84044428	84054413	-	ambiguous	FALSE	1	THCA	1
Nfatc2	chr3	175950000	184150000	-0.2792	neutral	177747493	177747493	0.458941414350892	137	177745493	177749493	typical	neutral	none	NFATC2	NFATC2	NC_086021.1	177615189	177747493	-	ambiguous	FALSE	2	OS,PAAD	2
Nfkb2	chr1	248250000	257170000	0.3605	neutral	255106010	255106010	0.332508274377115	122	255104010	255108010	typical	neutral	none	NFKB2	NFKB2	NC_086019.1	255106010	255114649	+	ambiguous	FALSE	2	DLBCL,MM	2
Nfkbie	chr9	16350000	44630000	-0.0758	neutral	22947872	22947872	0.174340420609884	100	22945872	22949872	typical	neutral	none	NFKBIE	NFKBIE	NC_086027.1	22941037	22947872	-	ambiguous	FALSE	4	CLL,CM,DLBCL,NHLY	6
Notch1	chr3	20030000	35050000	0.0134	neutral	29721613	29721613	0.216191189427313	176	29719613	29723613	typical	neutral	none	NOTCH1	NOTCH1	NC_086021.1	29676040	29721613	-	ambiguous	FALSE	18	ALL,CESC,CLL,DLBCL,ESCA,HNSC,LGG,LUSC,MBL,MGCT,NSCLC,OV,SBCC,SCLC,SG,SSCC,UCEC,VV	27
Notch2	chr2	184570000	191510000	0.4516	gain	188299336	188299336	0.136506649796148	150	188297336	188301336	typical	gain	amplification	NOTCH2	NOTCH2	NC_086020.1	188299336	188432823	+	ambiguous	FALSE	10	ACY,BLCA,BRCA,DLBCL,ESCA,HNSC,NHLY,PRAD,SBCC,SSCC	14
Npm1	chr10	18250000	28430000	-0.0892	neutral	18255913	18255913	0.217392566619916	143	18253913	18257913	typical	neutral	none	NPM1	NPM1	NC_086028.1	18245739	18255913	-	ambiguous	FALSE	1	AML	1
Nsd2	chr14	80590000	109084928	-0.0588	neutral	81135866	81135866	0.0845874310620887	288	81133866	81137866	hypo	neutral	promoter_hypo_only	NSD2	NSD2	NC_086032.1	81057727	81135866	-	ambiguous	FALSE	1	ALL	1
Pabpc1	chr7	67490000	83070000	0.0409	neutral	69674806	69674806	0.0856275931424193	227	69672806	69676806	hypo	neutral	promoter_hypo_only	PABPC1	PABPC1	NC_086025.1	69662513	69674806	-	ambiguous	FALSE	4	DLBCL,LUSC,MM,THCA	5
Parp4	chr15	30430000	37510000	-0.0478	neutral	34806203	34806203	0.48529404372958	90	34804203	34808203	typical	neutral	none	PARP4	PARP4	NC_086033.1	34806203	34908492	+	ambiguous	FALSE	2	COREAD,MM	2
Pdpr	chr19	55090000	66490000	-0.4103	loss	55974611	55974611	0.122907884057971	133	55972611	55976611	typical	loss	het_loss	PDPR	PDPR	NC_086037.1	55974611	56019045	+	ambiguous	FALSE	1	THCA	1
Pole	chr12	52010000	52304415	0.23	neutral	52053761	52053761	0.170442461441611	128	52051761	52055761	typical	neutral	none	POLE	POLE	NC_086030.1	52005155	52053761	-	ambiguous	FALSE	3	CESC,SBCC,UCEC	3
Polq	chr11	58230000	77950000	0.2027	neutral	77281270	77281270	0.251361483409239	98	77279270	77283270	typical	neutral	none	POLQ	POLQ	NC_086029.1	77179190	77281270	-	ambiguous	FALSE	5	CESC,CM,LUSC,SSCC,UCEC	6
Pou2f2	chr1	87450000	90550000	-0.4673	loss	89897560	89897560	0.338953646368305	177	89895560	89899560	typical	loss	het_loss	POU2F2	POU2F2	NC_086019.1	89810153	89897560	-	ambiguous	FALSE	2	DLBCL,NHLY	3
Prkd2	chr1	85710000	86930000	-0.3919	neutral	86640095	86640095	0.500648376623377	61	86638095	86642095	typical	neutral	none	PRKD2	PRKD2	NC_086019.1	86640095	86670476	+	ambiguous	FALSE	1	MM	1
Ptprb	chr7	29810000	55350000	-0.0011	neutral	53816197	53816197	0.731551018560435	64	53814197	53818197	typical	neutral	none	PTPRB	PTPRB	NC_086025.1	53816197	53920760	+	ambiguous	FALSE	3	ANGS,CM,OV	3
Rbm38	chr3	175950000	184150000	-0.2792	neutral	182219898	182219898	0.234940344544709	202	182217898	182221898	typical	neutral	none	RBM38	RBM38	NC_086021.1	182219898	182232723	+	ambiguous	FALSE	1	DLBCL	1
Rhpn2	chr1	92650000	97250000	-0.3971	neutral	97128054	97128054	0.129962715741318	148	97126054	97130054	typical	neutral	none	RHPN2	RHPN2	NC_086019.1	97128054	97188803	+	ambiguous	FALSE	3	BRCA,LUSC,THCA	3
Ripk1	chr17	27610000	36030000	-0.0166	neutral	31077167	31077167	0.140865219443134	107	31075167	31079167	typical	neutral	none	RIPK1	RIPK1	NC_086035.1	31044983	31077167	-	ambiguous	FALSE	1	CLL	1
Rps3a	chr2	154310000	178710000	-0.0152	neutral	173827042	173827042	0.193580867242088	99	173825042	173829042	typical	neutral	none	RPS3A	RPS3A	NC_086020.1	173822673	173827042	-	ambiguous	FALSE	1	MM	1
Runx1	chr11	13370000	58150000	0.1644	neutral	45560300	45560300	0.258707684964201	79	45558300	45562300	typical	neutral	none	RUNX1	RUNX1	NC_086029.1	45325778	45560300	-	ambiguous	FALSE	4	ACY,ALL,AML,BRCA	5
Sgk1	chr1	23910000	30190000	0.0136	neutral	24916886	24916886	0.877373797999355	77	24914886	24918886	hyper	neutral	promoter_hyper_only	SGK1	SGK1	NC_086019.1	24799391	24916886	-	ambiguous	FALSE	3	DLBCL,LY,NHLY	5
Sh2b3	chr12	37070000	41730000	-0.4441	loss	40391755	40391755	0.310575802925845	223	40389755	40393755	typical	loss	het_loss	SH2B3	SH2B3	NC_086030.1	40391755	40414336	+	ambiguous	FALSE	1	MDPS	1
Smarcd1	chr7	131950000	133790000	-0.1555	neutral	132708627	132708627	0.223941304347826	119	132706627	132710627	typical	neutral	none	SMARCD1	SMARCD1	NC_086025.1	132708627	132719167	+	ambiguous	FALSE	1	BRCA	1
Sp140	chr9	44770000	94510000	-0.0019	neutral	93672536	93672536	0.145459379157428	59	93670536	93674536	typical	neutral	none	SP140	SP140	NC_086027.1	93672536	93722596	+	ambiguous	FALSE	1	MM	1
Stat3	chr10	85210000	107290000	-0.3096	neutral	86363513	86363513	0.22420774522293	98	86361513	86365513	typical	neutral	none	STAT3	STAT3	NC_086028.1	86311528	86363513	-	ambiguous	FALSE	2	DLBCL,NHLY	5
Stat5b	chr10	85210000	107290000	-0.3096	neutral	86276178	86276178	0.206819786707294	180	86274178	86278178	typical	neutral	none	STAT5B	STAT5B	NC_086028.1	86205148	86276178	-	ambiguous	FALSE	1	OV	1
Stil	chr5	133010000	136390000	-0.2461	neutral	133757598	133757598	0.132802962515115	100	133755598	133759598	typical	neutral	none	STIL	STIL	NC_086023.1	133757598	133810493	+	ambiguous	FALSE	1	CESC	1
Strn	chr6	5810000	28810000	0.03	neutral	22087419	22087419	0.115271037463977	115	22085419	22089419	typical	neutral	none	STRN	STRN	NC_086024.1	22087419	22174284	+	ambiguous	FALSE	1	PRAD	1
Taf15	chr10	65010000	79790000	-0.1331	neutral	68770408	68770408	0.12770636030636	134	68768408	68772408	typical	neutral	none	TAF15	TAF15	NC_086028.1	68770408	68802458	+	ambiguous	FALSE	1	BLCA	1
Tnc	chr5	80650000	84830000	0.0122	neutral	82476197	82476197	0.311251268458917	64	82474197	82478197	typical	neutral	none	TNC	TNC	NC_086023.1	82391340	82476197	-	ambiguous	FALSE	4	ACC,AML,LUSC,NB	4
Tp63	chr11	83790000	89590000	0.146	neutral	88554543	88554543	0.738349285270354	36	88552543	88556543	typical	neutral	none	TP63	TP63	NC_086029.1	88343647	88554543	-	ambiguous	FALSE	4	BLCA,HNSC,NB,UCEC	4
Trim33	chr2	193410000	193590000	0.6972	gain	193495743	193495743	0.817427883817427	16	193493743	193497743	typical	gain	amplification	TRIM33	TRIM33	NC_086020.1	193495743	193588595	+	ambiguous	FALSE	1	MBL	2
Trrap	chr12	14610000	21010000	-0.5066	loss	14941444	14941444	0.275675433032447	142	14939444	14943444	typical	loss	het_loss	TRRAP	TRRAP	NC_086030.1	14851758	14941444	-	ambiguous	FALSE	8	ACY,BLCA,CH,CM,ESCA,HNSC,LEIS,MM	9
Ubr5	chr7	67490000	83070000	0.0409	neutral	71109841	71109841	0.127430897294651	205	71107841	71111841	typical	neutral	none	UBR5	UBR5	NC_086025.1	71000197	71109841	-	ambiguous	FALSE	4	CM,DLBCL,MM,RCH	4
Wnk4	chr10	85210000	107290000	-0.3096	neutral	86702828	86702828	0.333068913560666	103	86700828	86704828	typical	neutral	none	WNK4	WNK4	NC_086028.1	86702828	86719917	+	ambiguous	FALSE	1	MBL	1
Zbtb16	chr8	47070000	63930000	-0.0933	neutral	58073507	58073507	0.291212979489588	217	58071507	58075507	typical	neutral	none	ZBTB16	ZBTB16	NC_086026.1	57885886	58073507	-	ambiguous	FALSE	3	BRCA,ESCA,PRAD	3
